date,value
2025-03-21,152.85
2025-03-24,156.52
2025-03-25,156.68
2025-03-26,154.26
2025-03-27,152.35
2025-03-28,147.78
2025-03-31,146.77
2025-04-01,148.35
2025-04-02,148.14
2025-04-03,139.6
2025-04-04,132.21
2025-04-07,130.67
2025-04-08,131.25
2025-04-09,141.1
2025-04-10,137.88
2025-04-11,138.25
2025-04-14,140.51
2025-04-15,142.67
2025-04-16,138.49
2025-04-17,139.3
2025-04-22,138.81
2025-04-23,143.57
2025-04-24,146.74
2025-04-25,149.24
2025-04-28,148.54
2025-04-29,150.41
2025-04-30,151.09
2025-05-02,156.93
2025-05-05,157.16
2025-05-06,154.66
2025-05-07,154.47
2025-05-08,158.38
2025-05-09,158.59
2025-05-12,162.87
2025-05-13,165.9
2025-05-14,166.87
2025-05-15,167.34
2025-05-16,169.12
2025-05-19,168.88
2025-05-20,169.04
2025-05-21,166.85
2025-05-22,167.77
2025-05-23,166.2
2025-05-26,166.54
2025-05-27,170.08
2025-05-28,169.72
2025-05-30,169.66
2025-06-02,169.49
2025-06-03,171.65
2025-06-04,171.3
2025-06-05,169.47
2025-06-06,171.26
2025-06-10,170.2
2025-06-11,170.74
2025-06-12,169.26
2025-06-13,168.96
2025-06-16,171.29
2025-06-17,170.11
2025-06-18,171.02
2025-06-20,170.23
2025-06-23,171.21
2025-06-24,173.55
2025-06-25,174.71
2025-06-26,176.5
2025-06-27,175.38
2025-06-30,177.22
2025-07-01,172.27
2025-07-02,174.13
2025-07-03,175.09
2025-07-04,175.14
2025-07-07,176.44
2025-07-08,176.81
2025-07-09,178.77
2025-07-10,178.82
2025-07-11,178.76
2025-07-14,180.37
2025-07-15,181.38
2025-07-16,181.96
2025-07-17,184.36
2025-07-18,183.29
2025-07-21,182.34
2025-07-22,179.51
2025-07-23,182.0
2025-07-24,181.83
2025-07-25,182.76
2025-07-28,183.1
2025-07-29,184.05
2025-07-30,185.9
2025-07-31,186.0
2025-08-01,179.92
2025-08-04,184.11
2025-08-05,184.29
2025-08-06,185.6
2025-08-07,185.49
2025-08-08,186.48
2025-08-11,186.22
2025-08-12,187.99
2025-08-13,186.49
2025-08-14,187.46
2025-08-15,185.86
2025-08-18,186.77
2025-08-19,181.45
2025-08-20,179.95
2025-08-21,180.52
2025-08-22,182.22
2025-08-25,182.19
2025-08-26,183.54
