date,value
2014-07-14,2.9988
2014-07-15,2.9956
2014-07-16,3.0192
2014-07-17,3.0092
2014-07-18,3.0088
2014-07-21,3.0008
2014-07-22,3.0408
2014-07-23,3.046
2014-07-24,3.0544
2014-07-25,3.0412
2014-07-28,3.0404
2014-07-29,3.0456
2014-07-30,3.046
2014-07-31,3.0064
2014-08-01,2.9716
2014-08-04,2.9756
2014-08-05,2.9884
2014-08-06,2.9792
2014-08-07,2.9644
2014-08-08,2.9456
2014-08-11,2.9928
2014-08-12,2.9844
2014-08-13,3.0084
2014-08-14,3.0092
2014-08-15,2.998
2014-08-18,3.0384
2014-08-19,3.0596
2014-08-20,3.0668
2014-08-21,3.078
2014-08-22,3.0804
2014-08-25,3.1104
2014-08-26,3.118
2014-08-27,3.1156
2014-08-28,3.11
2014-08-29,3.126
2014-09-01,3.1308
2014-09-02,3.1308
2014-09-03,3.144
2014-09-04,3.1864
2014-09-05,3.1696
2014-09-08,3.1804
2014-09-09,3.1688
2014-09-10,3.1612
2014-09-11,3.1572
2014-09-12,3.1484
2014-09-15,3.1352
2014-09-16,3.1444
2014-09-17,3.152
2014-09-18,3.1748
2014-09-19,3.1856
2014-09-22,3.1608
2014-09-23,3.138
2014-09-24,3.1612
2014-09-25,3.14
2014-09-26,3.1452
2014-09-29,3.1404
2014-09-30,3.1632
2014-10-01,3.1312
2014-10-02,3.0664
2014-10-06,3.1368
2014-10-07,3.0952
2014-10-08,3.0612
2014-10-09,3.0764
2014-10-10,3.0284
2014-10-13,3.0068
2014-10-14,3.0044
2014-10-15,2.9176
2014-10-16,2.9276
2014-10-17,2.986
2014-10-20,2.98
2014-10-21,3.042
2014-10-22,3.0768
2014-10-23,3.0864
2014-10-24,3.082
2014-10-27,3.0688
2014-10-28,3.0912
2014-10-29,3.1064
2014-10-30,3.1432
2014-10-31,3.2092
2014-11-03,3.2124
2014-11-04,3.1724
2014-11-05,3.2084
2014-11-06,3.2264
2014-11-07,3.2296
2014-11-10,3.244
2014-11-11,3.242
2014-11-12,3.2324
2014-11-13,3.2284
2014-11-14,3.2288
2014-11-17,3.2272
2014-11-18,3.2316
2014-11-19,3.2192
2014-11-20,3.2284
2014-11-21,3.2916
2014-11-24,3.2844
2014-11-25,3.278
2014-11-26,3.2776
2014-11-27,3.2852
2014-11-28,3.29
2014-12-01,3.2464
2014-12-02,3.2776
2014-12-03,3.3072
2014-12-04,3.2688
2014-12-05,3.3164
2014-12-08,3.3032
2014-12-09,3.2248
2014-12-10,3.2176
2014-12-11,3.2328
2014-12-12,3.1564
2014-12-15,3.1032
2014-12-16,3.1408
2014-12-17,3.1372
2014-12-18,3.2368
2014-12-19,3.2844
2014-12-22,3.292
2014-12-23,3.3184
2014-12-29,3.3364
2014-12-30,3.3224
2015-01-02,3.3172
2015-01-05,3.2896
2015-01-06,3.2516
2015-01-07,3.3016
2015-01-08,3.3764
2015-01-09,3.342
2015-01-12,3.34
2015-01-13,3.3812
2015-01-14,3.3104
2015-01-15,3.3912
2015-01-16,3.4172
2015-01-19,3.4084
2015-01-20,3.4236
2015-01-21,3.45
2015-01-22,3.5216
2015-01-23,3.5884
2015-01-26,3.5828
2015-01-27,3.5376
2015-01-28,3.5472
2015-01-29,3.512
2015-01-30,3.5128
2015-02-02,3.5172
2015-02-03,3.514
2015-02-04,3.5616
2015-02-05,3.5684
2015-02-06,3.5976
2015-02-09,3.5744
2015-02-10,3.588
2015-02-11,3.5932
2015-02-12,3.5928
2015-02-13,3.6192
2015-02-16,3.6292
2015-02-17,3.6308
2015-02-18,3.65
2015-02-19,3.6528
2015-02-20,3.656
2015-02-23,3.6776
2015-02-24,3.698
2015-02-25,3.6896
2015-02-26,3.7404
2015-02-27,3.7344
2015-03-02,3.7456
2015-03-03,3.7172
2015-03-04,3.748
2015-03-05,3.776
2015-03-06,3.7936
2015-03-09,3.788
2015-03-10,3.7744
2015-03-11,3.8232
2015-03-12,3.8464
2015-03-13,3.8536
2015-03-16,3.8768
2015-03-17,3.8656
2015-03-18,3.8632
2015-03-19,3.8892
2015-03-20,3.8736
2015-03-23,3.8496
2015-03-24,3.8496
2015-03-25,3.7892
2015-03-26,3.7804
2015-03-27,3.7848
2015-03-30,3.8432
2015-03-31,3.8464
2015-04-01,3.8328
2015-04-02,3.8256
2015-04-07,3.8772
2015-04-08,3.8968
2015-04-09,3.938
2015-04-10,4.002
2015-04-13,4.00836
2015-04-14,3.9644
2015-04-15,4.0032
2015-04-16,3.9728
2015-04-17,3.9108
2015-04-20,3.9524
2015-04-21,3.9632
2015-04-22,3.9736
2015-04-23,3.9612
2015-04-24,3.96
2015-04-27,3.968
2015-04-28,3.9256
2015-04-29,3.8436
2015-04-30,3.8084
2015-05-04,3.8416
2015-05-05,3.7852
2015-05-06,3.7332
2015-05-07,3.7488
2015-05-08,3.8268
2015-05-11,3.8412
2015-05-12,3.7896
2015-05-13,3.7608
2015-05-14,3.7876
2015-05-15,3.7736
2015-05-18,3.806
2015-05-19,3.878
2015-05-20,3.8884
2015-05-21,3.8924
2015-05-22,3.9136
2015-05-26,3.9196
2015-05-27,3.9332
2015-05-28,3.9224
2015-05-29,3.8744
2015-06-01,3.8928
2015-06-02,3.8288
2015-06-03,3.804
2015-06-04,3.7688
2015-06-05,3.8008
2015-06-08,3.7548
2015-06-09,3.7276
2015-06-10,3.7664
2015-06-11,3.7984
2015-06-12,3.7688
2015-06-15,3.7424
2015-06-16,3.76
2015-06-17,3.756
2015-06-18,3.7516
2015-06-19,3.7684
2015-06-22,3.7948
2015-06-23,3.854
2015-06-24,3.8464
2015-06-25,3.8296
2015-06-26,3.828
2015-06-29,3.7492
2015-06-30,3.7392
2015-07-01,3.788
2015-07-02,3.7772
2015-07-03,3.7692
2015-07-06,3.7596
2015-07-07,3.7268
2015-07-08,3.694
2015-07-09,3.7264
2015-07-10,3.7324
2015-07-13,3.8104
